Region;Alder;Tid;value
0624;F65+;2015;2968
0625;F0-19;2013;6284
0625;F0-19;2014;6276
0625;F0-19;2015;6320
0625;F20-64;2013;13990
0625;F20-64;2014;14060
0625;F20-64;2015;14220
0625;F65+;2013;3366
0625;F65+;2014;3475
0625;F65+;2015;3614
0626;F0-19;2013;6522
0626;F0-19;2014;6601
0626;F0-19;2015;6593
0626;F20-64;2013;14545
0626;F20-64;2014;14741
0626;F20-64;2015;14832
0626;F65+;2013;3696
0626;F65+;2014;3833
0626;F65+;2015;3953
0627;F0-19;2013;5498
0627;F0-19;2014;5621
0627;F0-19;2015;5720
0627;F20-64;2013;11835
0627;F20-64;2014;12140
0627;F20-64;2015;12361
0627;F65+;2013;2745
0627;F65+;2014;2860
0627;F65+;2015;2957
0628;F0-19;2013;2282
0628;F0-19;2014;2265
0628;F0-19;2015;2245
0628;F20-64;2013;5335
0628;F20-64;2014;5291
0628;F20-64;2015;5281
0628;F65+;2013;1704
0628;F65+;2014;1774
0628;F65+;2015;1839
0631;F0-19;2013;659
0631;F0-19;2014;674
0631;F0-19;2015;662
0631;F20-64;2013;1500
0631;F20-64;2014;1507
0631;F20-64;2015;1492
0631;F65+;2013;498
0631;F65+;2014;502
0631;F65+;2015;517
0632;F0-19;2013;304
0632;F0-19;2014;295
0632;F0-19;2015;292
0632;F20-64;2013;736
0632;F20-64;2014;747
0632;F20-64;2015;743
0632;F65+;2013;315
0632;F65+;2014;327
0632;F65+;2015;340
0633;F0-19;2013;576
0633;F0-19;2014;582
0633;F0-19;2015;570
0633;F20-64;2013;1400
0633;F20-64;2014;1406
0633;F20-64;2015;1405
0633;F65+;2013;555
0633;F65+;2014;569
0633;F65+;2015;566
0701;F0-19;2013;6452
0701;F0-19;2014;6438
0701;F0-19;2015;6374
0701;F20-64;2013;15453
0701;F20-64;2014;15502
0701;F20-64;2015;15584
0701;F65+;2013;4690
0701;F65+;2014;4811
0701;F65+;2015;4945
0704;F0-19;2013;9755
0704;F0-19;2014;9703
0704;F0-19;2015;9741
0704;F20-64;2013;24536
0704;F20-64;2014;24701
0704;F20-64;2015;24915
0704;F65+;2013;6948
0704;F65+;2014;7146
0704;F65+;2015;7264
0710;F0-19;2013;0
0710;F0-19;2014;0
0710;F0-19;2015;0
0710;F20-64;2013;0
0710;F20-64;2014;0
0710;F20-64;2015;0
0710;F65+;2013;0
0710;F65+;2014;0
0710;F65+;2015;0
0711;F0-19;2013;1554
0711;F0-19;2014;1523
0711;F0-19;2015;1511
0711;F20-64;2013;3880
0711;F20-64;2014;3896
0711;F20-64;2015;3888
0711;F65+;2013;1136
0711;F65+;2014;1161
0711;F65+;2015;1202
0712;F0-19;2013;0
0712;F0-19;2014;0
0712;F0-19;2015;0
0712;F20-64;2013;0
0712;F20-64;2014;0
0712;F20-64;2015;0
0712;F65+;2013;0
0712;F65+;2014;0
0712;F65+;2015;0
0713;F0-19;2013;2324
0713;F0-19;2014;2378
0713;F0-19;2015;2364
0713;F20-64;2013;5135
0713;F20-64;2014;5221
0713;F20-64;2015;5294
0713;F65+;2013;1376
0713;F65+;2014;1437
0713;F65+;2015;1491
0715;F0-19;2013;0
0715;F0-19;2014;0
0715;F0-19;2015;0
0715;F20-64;2013;0
0715;F20-64;2014;0
0715;F20-64;2015;0
0715;F65+;2013;0
0715;F65+;2014;0
0715;F65+;2015;0
0716;F0-19;2013;2398
0716;F0-19;2014;2442
0716;F0-19;2015;2434
0716;F20-64;2013;5321
0716;F20-64;2014;5381
0716;F20-64;2015;5453
0716;F65+;2013;1275
0716;F65+;2014;1321
0716;F65+;2015;1366
0729;F0-19;2013;0
0729;F0-19;2014;0
0729;F0-19;2015;0
0729;F20-64;2013;0
0729;F20-64;2014;0
0729;F20-64;2015;0
0729;F65+;2013;0
0729;F65+;2014;0
0729;F65+;2015;0
0805;F0-19;2013;8262
0805;F0-19;2014;8249
0805;F0-19;2015;8287
0805;F20-64;2013;20956
0805;F20-64;2014;20953
0805;F20-64;2015;21028
0805;F65+;2013;6174
0805;F65+;2014;6314
0805;F65+;2015;6440
0806;F0-19;2013;12857
0806;F0-19;2014;12832
0806;F0-19;2015;12711
0806;F20-64;2013;31063
0806;F20-64;2014;31275
0806;F20-64;2015;31445
0806;F65+;2013;9095
0806;F65+;2014;9332
0806;F65+;2015;9589
0807;F0-19;2013;2840
0807;F0-19;2014;2867
0807;F0-19;2015;2864
0807;F20-64;2013;7169
0807;F20-64;2014;7203
0807;F20-64;2015;7202
0807;F65+;2013;2488
0807;F65+;2014;2539
0807;F65+;2015;2533
0811;F0-19;2013;643
0811;F0-19;2014;623
0811;F0-19;2015;605
0811;F20-64;2013;1374
0811;F20-64;2014;1357
0811;F20-64;2015;1329
0811;F65+;2013;409
0811;F65+;2014;424
0811;F65+;2015;427
0814;F0-19;2013;3445
0814;F0-19;2014;3412
0814;F0-19;2015;3347
0814;F20-64;2013;8261
0814;F20-64;2014;8258
0814;F20-64;2015;8174
0814;F65+;2013;2423
0814;F65+;2014;2523
0814;F65+;2015;2619
0815;F0-19;2013;2392
0815;F0-19;2014;2323
0815;F0-19;2015;2311
0815;F20-64;2013;6162
0815;F20-64;2014;6079
0815;F20-64;2015;6010
0815;F65+;2013;2146
0815;F65+;2014;2219
0815;F65+;2015;2315
0817;F0-19;2013;970
0817;F0-19;2014;980
0817;F0-19;2015;961
0817;F20-64;2013;2320
0817;F20-64;2014;2295
0817;F20-64;2015;2292
0817;F65+;2013;849
0817;F65+;2014;860
0817;F65+;2015;858
0819;F0-19;2013;1527
0819;F0-19;2014;1527
0819;F0-19;2015;1529
0819;F20-64;2013;3754
0819;F20-64;2014;3742
0819;F20-64;2015;3708
0819;F65+;2013;1344
0819;F65+;2014;1374
0819;F65+;2015;1393
0821;F0-19;2013;1377
0821;F0-19;2014;1385
0821;F0-19;2015;1417
0821;F20-64;2013;3422
0821;F20-64;2014;3435
0821;F20-64;2015;3525
0821;F65+;2013;992
0821;F65+;2014;1014
0821;F65+;2015;1035
0822;F0-19;2013;1049
0822;F0-19;2014;1000
0822;F0-19;2015;986
0822;F20-64;2013;2493
0822;F20-64;2014;2481
0822;F20-64;2015;2491
0822;F65+;2013;827
0822;F65+;2014;844
0822;F65+;2015;869
0826;F0-19;2013;1327
0826;F0-19;2014;1346
0826;F0-19;2015;1330
0826;F20-64;2013;3408
0826;F20-64;2014;3356
0826;F20-64;2015;3304
0826;F65+;2013;1238
0826;F65+;2014;1255
0826;F65+;2015;1279
0827;F0-19;2013;364
0827;F0-19;2014;367
0827;F0-19;2015;367
0827;F20-64;2013;870
0827;F20-64;2014;856
0827;F20-64;2015;856
0827;F65+;2013;375
0827;F65+;2014;379
0827;F65+;2015;371
0828;F0-19;2013;657
0828;F0-19;2014;664
0828;F0-19;2015;685
0828;F20-64;2013;1677
0828;F20-64;2014;1684
0828;F20-64;2015;1677
0828;F65+;2013;611
0828;F65+;2014;641
0828;F65+;2015;640
0829;F0-19;2013;525
0829;F0-19;2014;506
0829;F0-19;2015;502
0829;F20-64;2013;1458
0829;F20-64;2014;1424
0829;F20-64;2015;1423
0829;F65+;2013;524
0829;F65+;2014;538
0829;F65+;2015;541
0830;F0-19;2013;337
0830;F0-19;2014;331
0830;F0-19;2015;320
0830;F20-64;2013;832
0830;F20-64;2014;843
0830;F20-64;2015;834
0830;F65+;2013;261
0830;F65+;2014;277
0830;F65+;2015;285
0831;F0-19;2013;341
0831;F0-19;2014;318
0831;F0-19;2015;306
0831;F20-64;2013;749
0831;F20-64;2014;729
0831;F20-64;2015;731
0831;F65+;2013;260
0831;F65+;2014;256
0831;F65+;2015;261
0833;F0-19;2013;534
0833;F0-19;2014;538
0833;F0-19;2015;520
0833;F20-64;2013;1266
0833;F20-64;2014;1253
0833;F20-64;2015;1262
0833;F65+;2013;484
0833;F65+;2014;466
0833;F65+;2015;470
0834;F0-19;2013;880
0834;F0-19;2014;856
0834;F0-19;2015;851
0834;F20-64;2013;2132
0834;F20-64;2014;2144
0834;F20-64;2015;2092
0834;F65+;2013;709
0834;F65+;2014;723
0834;F65+;2015;746
0901;F0-19;2013;1570
0901;F0-19;2014;1570
0901;F0-19;2015;1568
0901;F20-64;2013;3936
0901;F20-64;2014;3930
0901;F20-64;2015;3902
0901;F65+;2013;1342
0901;F65+;2014;1399
0901;F65+;2015;1439
0904;F0-19;2013;5892
0904;F0-19;2014;5865
0904;F0-19;2015;5853
0904;F20-64;2013;12551
0904;F20-64;2014;12644
0904;F20-64;2015;12842
0904;F65+;2013;3151
0904;F65+;2014;3274
0904;F65+;2015;3403
0906;F0-19;2013;10739
0906;F0-19;2014;10779
0906;F0-19;2015;10795
0906;F20-64;2013;25554
0906;F20-64;2014;25831
0906;F20-64;2015;25987
0906;F65+;2013;7043
0906;F65+;2014;7231
0906;F65+;2015;7437
0911;F0-19;2013;603
0911;F0-19;2014;587
0911;F0-19;2015;578
0911;F20-64;2013;1445
0911;F20-64;2014;1443
0911;F20-64;2015;1417
0911;F65+;2013;436
0911;F65+;2014;459
0911;F65+;2015;486
0912;F0-19;2013;549
0912;F0-19;2014;551
0912;F0-19;2015;547
0912;F20-64;2013;1097
0912;F20-64;2014;1112
0912;F20-64;2015;1118
0912;F65+;2013;340
0912;F65+;2014;337
0912;F65+;2015;353
0914;F0-19;2013;1426
0914;F0-19;2014;1413
0914;F0-19;2015;1408
0914;F20-64;2013;3475
0914;F20-64;2014;3457
0914;F20-64;2015;3435
0914;F65+;2013;1163
0914;F65+;2014;1189
0914;F65+;2015;1205
0919;F0-19;2013;1540
0919;F0-19;2014;1542
0919;F0-19;2015;1526
0919;F20-64;2013;3181
0919;F20-64;2014;3195
0919;F20-64;2015;3239
0919;F65+;2013;704
0919;F65+;2014;749
0919;F65+;2015;767
0926;F0-19;2013;2657
0926;F0-19;2014;2681
0926;F0-19;2015;2723
0926;F20-64;2013;5763
0926;F20-64;2014;5746
0926;F20-64;2015;5879
0926;F65+;2013;1612
0926;F65+;2014;1679
0926;F65+;2015;1738
0928;F0-19;2013;1461
0928;F0-19;2014;1461
0928;F0-19;2015;1454
0928;F20-64;2013;2750
0928;F20-64;2014;2790
0928;F20-64;2015;2822
0928;F65+;2013;725
0928;F65+;2014;742
0928;F65+;2015;759
0929;F0-19;2013;443
0929;F0-19;2014;440
0929;F0-19;2015;443
0929;F20-64;2013;1031
0929;F20-64;2014;1011
0929;F20-64;2015;1018
0929;F65+;2013;341
0929;F65+;2014;359
0929;F65+;2015;371
0935;F0-19;2013;349
0935;F0-19;2014;357
0935;F0-19;2015;354
0935;F20-64;2013;761
0935;F20-64;2014;786
0935;F20-64;2015;780
0935;F65+;2013;173
0935;F65+;2014;171
0935;F65+;2015;181
0937;F0-19;2013;938
0937;F0-19;2014;933
0937;F0-19;2015;933
0937;F20-64;2013;1993
0937;F20-64;2014;1959
0937;F20-64;2015;1967
0937;F65+;2013;625
0937;F65+;2014;657
0937;F65+;2015;667
0938;F0-19;2013;270
0938;F0-19;2014;272
0938;F0-19;2015;258
0938;F20-64;2013;702
0938;F20-64;2014;687
0938;F20-64;2015;673
0938;F65+;2013;235
0938;F65+;2014;241
0938;F65+;2015;258
0940;F0-19;2013;305
0940;F0-19;2014;300
0940;F0-19;2015;279
0940;F20-64;2013;736
0940;F20-64;2014;738
0940;F20-64;2015;731
0940;F65+;2013;236
0940;F65+;2014;232
0940;F65+;2015;241
0941;F0-19;2013;234
0941;F0-19;2014;237
0941;F0-19;2015;228
0941;F20-64;2013;585
0941;F20-64;2014;593
0941;F20-64;2015;585
0941;F65+;2013;110
0941;F65+;2014;118
0941;F65+;2015;120
1001;F0-19;2013;21845
1001;F0-19;2014;22119
1001;F0-19;2015;22253
1001;F20-64;2013;50473
1001;F20-64;2014;51379
1001;F20-64;2015;52420
1001;F65+;2013;12158
1001;F65+;2014;12485
1001;F65+;2015;12773
1002;F0-19;2013;4043
1002;F0-19;2014;4053
1002;F0-19;2015;4031
1002;F20-64;2013;8757
1002;F20-64;2014;8786
1002;F20-64;2015;8807
1002;F65+;2013;2437
1002;F65+;2014;2510
1002;F65+;2015;2599
1003;F0-19;2013;2498
1003;F0-19;2014;2494
1003;F0-19;2015;2497
1003;F20-64;2013;5191
1003;F20-64;2014;5231
1003;F20-64;2015;5256
1003;F65+;2013;1752
1003;F65+;2014;1791
1003;F65+;2015;1843
1004;F0-19;2013;2274
1004;F0-19;2014;2246
1004;F0-19;2015;2247
1004;F20-64;2013;5065
1004;F20-64;2014;5018
1004;F20-64;2015;5039
1004;F65+;2013;1721
1004;F65+;2014;1749
1004;F65+;2015;1783
1014;F0-19;2013;3803
1014;F0-19;2014;3842
1014;F0-19;2015;3826
1014;F20-64;2013;8034
1014;F20-64;2014;8142
1014;F20-64;2015;8223
1014;F65+;2013;1919
1014;F65+;2014;2002
1014;F65+;2015;2046
1017;F0-19;2013;1809
1017;F0-19;2014;1784
1017;F0-19;2015;1779
1017;F20-64;2013;3650
1017;F20-64;2014;3663
1017;F20-64;2015;3695
1017;F65+;2013;826
1017;F65+;2014;856
1017;F65+;2015;880
1018;F0-19;2013;3126
1018;F0-19;2014;3110
1018;F0-19;2015;3136
1018;F20-64;2013;6290
1018;F20-64;2014;6300
1018;F20-64;2015;6450
1018;F65+;2013;1544
1018;F65+;2014;1595
1018;F65+;2015;1631
1021;F0-19;2013;639
1021;F0-19;2014;640
1021;F0-19;2015;618
1021;F20-64;2013;1324
1021;F20-64;2014;1308
1021;F20-64;2015;1315
1021;F65+;2013;329
1021;F65+;2014;342
1021;F65+;2015;361
1026;F0-19;2013;276
1026;F0-19;2014;271
1026;F0-19;2015;265
1026;F20-64;2013;492
1026;F20-64;2014;506
1026;F20-64;2015;515
1026;F65+;2013;144
1026;F65+;2014;146
1026;F65+;2015;145
1027;F0-19;2013;505
1027;F0-19;2014;516
1027;F0-19;2015;515
1027;F20-64;2013;948
1027;F20-64;2014;950
1027;F20-64;2015;950
1027;F65+;2013;275
1027;F65+;2014;277
1027;F65+;2015;285
1029;F0-19;2013;1283
1029;F0-19;2014;1288
1029;F0-19;2015;1290
1029;F20-64;2013;2678
1029;F20-64;2014;2700
1029;F20-64;2015;2694
1029;F65+;2013;835
1029;F65+;2014;865
1029;F65+;2015;896
1032;F0-19;2013;2352
1032;F0-19;2014;2383
1032;F0-19;2015;2469
1032;F20-64;2013;4481
1032;F20-64;2014;4508
1032;F20-64;2015;4606
1032;F65+;2013;1178
1032;F65+;2014;1211
1032;F65+;2015;1260
1034;F0-19;2013;466
1034;F0-19;2014;461
1034;F0-19;2015;456
1034;F20-64;2013;928
1034;F20-64;2014;948
1034;F20-64;2015;948
1034;F65+;2013;275
1034;F65+;2014;281
1034;F65+;2015;289
1037;F0-19;2013;1564
1037;F0-19;2014;1552
1037;F0-19;2015;1517
1037;F20-64;2013;3340
1037;F20-64;2014;3337
1037;F20-64;2015;3399
1037;F65+;2013;995
1037;F65+;2014;1002
1037;F65+;2015;1032
1046;F0-19;2013;479
1046;F0-19;2014;481
1046;F0-19;2015;479
1046;F20-64;2013;1023
1046;F20-64;2014;1009
1046;F20-64;2015;1012
1046;F65+;2013;329
1046;F65+;2014;341
1046;F65+;2015;347
1101;F0-19;2013;3985
1101;F0-19;2014;3947
1101;F0-19;2015;3957
1101;F20-64;2013;8466
1101;F20-64;2014;8617
1101;F20-64;2015;8631
1101;F65+;2013;2185
1101;F65+;2014;2247
1101;F65+;2015;2328
1102;F0-19;2013;19756
1102;F0-19;2014;20133
1102;F0-19;2015;20485
1102;F20-64;2013;42384
1102;F20-64;2014;43613
1102;F20-64;2015;44722
1102;F65+;2013;7906
1102;F65+;2014;8154
1102;F65+;2015;8417
1103;F0-19;2013;32483
1103;F0-19;2014;32695
1103;F0-19;2015;32732
1103;F20-64;2013;80806
1103;F20-64;2014;81752
1103;F20-64;2015;82606
1103;F65+;2013;15902
1103;F65+;2014;16307
1103;F65+;2015;16764
1106;F0-19;2013;8830
1106;F0-19;2014;8862
1106;F0-19;2015;8820
1106;F20-64;2013;21652
1106;F20-64;2014;21851
1106;F20-64;2015;22160
1106;F65+;2013;5271
1106;F65+;2014;5386
1106;F65+;2015;5558
1111;F0-19;2013;873
1111;F0-19;2014;877
1111;F0-19;2015;869
1111;F20-64;2013;1800
1111;F20-64;2014;1826
1111;F20-64;2015;1834
1111;F65+;2013;613
1111;F65+;2014;600
1111;F65+;2015;606
1112;F0-19;2013;900
1112;F0-19;2014;916
1112;F0-19;2015;922
1112;F20-64;2013;1766
1112;F20-64;2014;1784
1112;F20-64;2015;1790
1112;F65+;2013;507
1112;F65+;2014;525
1112;F65+;2015;535
1114;F0-19;2013;820
1114;F0-19;2014;828
1114;F0-19;2015;851
1114;F20-64;2013;1594
1114;F20-64;2014;1630
1114;F20-64;2015;1637
1114;F65+;2013;365
1114;F65+;2014;362
1114;F65+;2015;373
1119;F0-19;2013;5350
1119;F0-19;2014;5455
1119;F0-19;2015;5508
1119;F20-64;2013;10160
1119;F20-64;2014;10489
1119;F20-64;2015;10753
1119;F65+;2013;2125
1119;F65+;2014;2171
1119;F65+;2015;2267
1120;F0-19;2013;5525
1120;F0-19;2014;5578
1120;F0-19;2015;5603
1120;F20-64;2013;10642
1120;F20-64;2014;10749
1120;F20-64;2015;10887
1120;F65+;2013;2060
1120;F65+;2014;2158
1120;F65+;2015;2251
1121;F0-19;2013;5038
1121;F0-19;2014;5126
1121;F0-19;2015;5171
1121;F20-64;2013;10310
1121;F20-64;2014;10620
1121;F20-64;2015;10880
1121;F65+;2013;2089
1121;F65+;2014;2151
1121;F65+;2015;2255
1122;F0-19;2013;3394
1122;F0-19;2014;3461
1122;F0-19;2015;3470
1122;F20-64;2013;6654
1122;F20-64;2014;6817
1122;F20-64;2015;7026
1122;F65+;2013;991
1122;F65+;2014;1039
1122;F65+;2015;1104
1124;F0-19;2013;7081
1124;F0-19;2014;7148
1124;F0-19;2015;7221
1124;F20-64;2013;14727
1124;F20-64;2014;15083
1124;F20-64;2015;15532
1124;F65+;2013;2771
1124;F65+;2014;2852
1124;F65+;2015;2955
1127;F0-19;2013;3138
1127;F0-19;2014;3077
1127;F0-19;2015;3047
1127;F20-64;2013;5984
1127;F20-64;2014;6033
1127;F20-64;2015;6156
1127;F65+;2013;1275
1127;F65+;2014;1306
1127;F65+;2015;1353
1129;F0-19;2013;359
1129;F0-19;2014;369
1129;F0-19;2015;352
1129;F20-64;2013;690
1129;F20-64;2014;676
1129;F20-64;2015;656
1129;F65+;2013;178
1129;F65+;2014;197
1129;F65+;2015;200
1130;F0-19;2013;3487
1130;F0-19;2014;3546
1130;F0-19;2015;3569
1130;F20-64;2013;6720
1130;F20-64;2014;6868
1130;F20-64;2015;7051
1130;F65+;2013;1675
1130;F65+;2014;1725
1130;F65+;2015;1775
1133;F0-19;2013;760
1133;F0-19;2014;771
1133;F0-19;2015;780
1133;F20-64;2013;1563
1133;F20-64;2014;1541
1133;F20-64;2015;1502
1133;F65+;2013;476
1133;F65+;2014;475
1133;F65+;2015;503
1134;F0-19;2013;1013
1134;F0-19;2014;1027
1134;F0-19;2015;1036
1134;F20-64;2013;2128
1134;F20-64;2014;2114
1134;F20-64;2015;2115
1134;F65+;2013;731
1134;F65+;2014;740
1134;F65+;2015;741
1135;F0-19;2013;1163
1135;F0-19;2014;1165
1135;F0-19;2015;1123
1135;F20-64;2013;2628
1135;F20-64;2014;2630
1135;F20-64;2015;2675
1135;F65+;2013;954
1135;F65+;2014;965
1135;F65+;2015;958
1141;F0-19;2013;800
1141;F0-19;2014;812
1141;F0-19;2015;838
1141;F20-64;2013;1708
1141;F20-64;2014;1730
1141;F20-64;2015;1793
1141;F65+;2013;507
1141;F65+;2014;516
1141;F65+;2015;516
1142;F0-19;2013;1441
1142;F0-19;2014;1468
1142;F0-19;2015;1447
1142;F20-64;2013;2669
1142;F20-64;2014;2762
1142;F20-64;2015;2805
1142;F65+;2013;509
1142;F65+;2014;525
1142;F65+;2015;542
1144;F0-19;2013;134
1144;F0-19;2014;133
1144;F0-19;2015;135
1144;F20-64;2013;269
1144;F20-64;2014;282
1144;F20-64;2015;285
1144;F65+;2013;125
1144;F65+;2014;116
1144;F65+;2015;114
1145;F0-19;2013;237
1145;F0-19;2014;227
1145;F0-19;2015;226
1145;F20-64;2013;466
1145;F20-64;2014;477
1145;F20-64;2015;473
1145;F65+;2013;162
1145;F65+;2014;164
1145;F65+;2015;166
1146;F0-19;2013;3196
1146;F0-19;2014;3216
1146;F0-19;2015;3299
1146;F20-64;2013;5861
1146;F20-64;2014;5963
1146;F20-64;2015;5995
1146;F65+;2013;1430
1146;F65+;2014;1489
1146;F65+;2015;1563
1149;F0-19;2013;11402
1149;F0-19;2014;11468
1149;F0-19;2015;11470
1149;F20-64;2013;23788
1149;F20-64;2014;24106
1149;F20-64;2015;24185
1149;F65+;2013;5928
1149;F65+;2014;6179
1149;F65+;2015;6407
1151;F0-19;2013;48
1151;F0-19;2014;52
1151;F0-19;2015;54
1151;F20-64;2013;124
1151;F20-64;2014;123
1151;F20-64;2015;116
1151;F65+;2013;37
1151;F65+;2014;36
1151;F65+;2015;36
1160;F0-19;2013;2379
1160;F0-19;2014;2376
1160;F0-19;2015;2363
1160;F20-64;2013;4832
1160;F20-64;2014;4946
1160;F20-64;2015;4948
1160;F65+;2013;1404
1160;F65+;2014;1425
1160;F65+;2015;1454
1201;F0-19;2013;63659
1201;F0-19;2014;63877
1201;F0-19;2015;63745
1201;F20-64;2013;165504
1201;F20-64;2014;168513
1201;F20-64;2015;171044
1201;F65+;2013;38787
1201;F65+;2014;39559
1201;F65+;2015;40323
1211;F0-19;2013;1027
1211;F0-19;2014;1041
1211;F0-19;2015;1053
1211;F20-64;2013;2263
1211;F20-64;2014;2271
1211;F20-64;2015;2298
1211;F65+;2013;750
1211;F65+;2014;745
1211;F65+;2015;752
1216;F0-19;2013;1543
1216;F0-19;2014;1579
1216;F0-19;2015;1583
1216;F20-64;2013;3100
1216;F20-64;2014;3102
1216;F20-64;2015;3126
1216;F65+;2013;757
1216;F65+;2014;782
1216;F65+;2015;800
1219;F0-19;2013;3402
1219;F0-19;2014;3397
1219;F0-19;2015;3369
1219;F20-64;2013;6505
1219;F20-64;2014;6573
1219;F20-64;2015;6537
1219;F65+;2013;1731
1219;F65+;2014;1779
1219;F65+;2015;1855
1221;F0-19;2013;5173
1221;F0-19;2014;5134
1221;F0-19;2015;5142
1221;F20-64;2013;10455
1221;F20-64;2014;10672
1221;F20-64;2015;10788
1221;F65+;2013;2533
1221;F65+;2014;2619
1221;F65+;2015;2755
1222;F0-19;2013;853
1222;F0-19;2014;856
1222;F0-19;2015;853
1222;F20-64;2013;1695
1222;F20-64;2014;1710
1222;F20-64;2015;1767
1222;F65+;2013;432
1222;F65+;2014;443
1222;F65+;2015;473
1223;F0-19;2013;632
1223;F0-19;2014;613
1223;F0-19;2015;636
1223;F20-64;2013;1464
1223;F20-64;2014;1467
1223;F20-64;2015;1476
1223;F65+;2013;640
1223;F65+;2014;665
1223;F65+;2015;670
1224;F0-19;2013;3535
1224;F0-19;2014;3485
1224;F0-19;2015;3437
1224;F20-64;2013;7310
1224;F20-64;2014;7193
1224;F20-64;2015;7159
1224;F65+;2013;2460
1224;F65+;2014;2554
1224;F65+;2015;2638
1227;F0-19;2013;242
1227;F0-19;2014;249
1227;F0-19;2015;242
1227;F20-64;2013;556
1227;F20-64;2014;581
1227;F20-64;2015;583
1227;F65+;2013;248
1227;F65+;2014;264
1227;F65+;2015;275
1228;F0-19;2013;1559
1228;F0-19;2014;1516
1228;F0-19;2015;1504
1228;F20-64;2013;3916
1228;F20-64;2014;3961
1228;F20-64;2015;3927
1228;F65+;2013;1513
1228;F65+;2014;1529
1228;F65+;2015;1521
1231;F0-19;2013;829
1231;F0-19;2014;815
1231;F0-19;2015;821
1231;F20-64;2013;1817
1231;F20-64;2014;1797
1231;F20-64;2015;1817
1231;F65+;2013;757
1231;F65+;2014;757
1231;F65+;2015;773
1232;F0-19;2013;210
1232;F0-19;2014;201
1232;F0-19;2015;196
1232;F20-64;2013;561
1232;F20-64;2014;561
1232;F20-64;2015;561
1232;F65+;2013;181
1232;F65+;2014;188
1232;F65+;2015;193
1233;F0-19;2013;256
1233;F0-19;2014;253
1233;F0-19;2015;243
1233;F20-64;2013;591
1233;F20-64;2014;573
1233;F20-64;2015;599
1233;F65+;2013;266
1233;F65+;2014;268
1233;F65+;2015;265
1234;F0-19;2013;196
1234;F0-19;2014;185
1234;F0-19;2015;181
1234;F20-64;2013;518
1234;F20-64;2014;524
1234;F20-64;2015;528
1234;F65+;2013;190
1234;F65+;2014;202
1234;F65+;2015;212
1235;F0-19;2013;3489
1235;F0-19;2014;3462
