Region;Alder;Tid;value
5035;F0-19;2013;0
5035;F0-19;2014;0
5035;F0-19;2015;0
5035;F20-64;2013;0
5035;F20-64;2014;0
5035;F20-64;2015;0
5035;F65+;2013;0
5035;F65+;2014;0
5035;F65+;2015;0
5036;F0-19;2013;0
5036;F0-19;2014;0
5036;F0-19;2015;0
5036;F20-64;2013;0
5036;F20-64;2014;0
5036;F20-64;2015;0
5036;F65+;2013;0
5036;F65+;2014;0
5036;F65+;2015;0
5037;F0-19;2013;0
5037;F0-19;2014;0
5037;F0-19;2015;0
5037;F20-64;2013;0
5037;F20-64;2014;0
5037;F20-64;2015;0
5037;F65+;2013;0
5037;F65+;2014;0
5037;F65+;2015;0
5038;F0-19;2013;0
5038;F0-19;2014;0
5038;F0-19;2015;0
5038;F20-64;2013;0
5038;F20-64;2014;0
5038;F20-64;2015;0
5038;F65+;2013;0
5038;F65+;2014;0
5038;F65+;2015;0
5039;F0-19;2013;0
5039;F0-19;2014;0
5039;F0-19;2015;0
5039;F20-64;2013;0
5039;F20-64;2014;0
5039;F20-64;2015;0
5039;F65+;2013;0
5039;F65+;2014;0
5039;F65+;2015;0
5040;F0-19;2013;0
5040;F0-19;2014;0
5040;F0-19;2015;0
5040;F20-64;2013;0
5040;F20-64;2014;0
5040;F20-64;2015;0
5040;F65+;2013;0
5040;F65+;2014;0
5040;F65+;2015;0
5041;F0-19;2013;0
5041;F0-19;2014;0
5041;F0-19;2015;0
5041;F20-64;2013;0
5041;F20-64;2014;0
5041;F20-64;2015;0
5041;F65+;2013;0
5041;F65+;2014;0
5041;F65+;2015;0
5042;F0-19;2013;0
5042;F0-19;2014;0
5042;F0-19;2015;0
5042;F20-64;2013;0
5042;F20-64;2014;0
5042;F20-64;2015;0
5042;F65+;2013;0
5042;F65+;2014;0
5042;F65+;2015;0
5043;F0-19;2013;0
5043;F0-19;2014;0
5043;F0-19;2015;0
5043;F20-64;2013;0
5043;F20-64;2014;0
5043;F20-64;2015;0
5043;F65+;2013;0
5043;F65+;2014;0
5043;F65+;2015;0
5044;F0-19;2013;0
5044;F0-19;2014;0
5044;F0-19;2015;0
5044;F20-64;2013;0
5044;F20-64;2014;0
5044;F20-64;2015;0
5044;F65+;2013;0
5044;F65+;2014;0
5044;F65+;2015;0
5045;F0-19;2013;0
5045;F0-19;2014;0
5045;F0-19;2015;0
5045;F20-64;2013;0
5045;F20-64;2014;0
5045;F20-64;2015;0
5045;F65+;2013;0
5045;F65+;2014;0
5045;F65+;2015;0
5046;F0-19;2013;0
5046;F0-19;2014;0
5046;F0-19;2015;0
5046;F20-64;2013;0
5046;F20-64;2014;0
5046;F20-64;2015;0
5046;F65+;2013;0
5046;F65+;2014;0
5046;F65+;2015;0
5047;F0-19;2013;0
5047;F0-19;2014;0
5047;F0-19;2015;0
5047;F20-64;2013;0
5047;F20-64;2014;0
5047;F20-64;2015;0
5047;F65+;2013;0
5047;F65+;2014;0
5047;F65+;2015;0
5048;F0-19;2013;0
5048;F0-19;2014;0
5048;F0-19;2015;0
5048;F20-64;2013;0
5048;F20-64;2014;0
5048;F20-64;2015;0
5048;F65+;2013;0
5048;F65+;2014;0
5048;F65+;2015;0
5049;F0-19;2013;0
5049;F0-19;2014;0
5049;F0-19;2015;0
5049;F20-64;2013;0
5049;F20-64;2014;0
5049;F20-64;2015;0
5049;F65+;2013;0
5049;F65+;2014;0
5049;F65+;2015;0
5050;F0-19;2013;0
5050;F0-19;2014;0
5050;F0-19;2015;0
5050;F20-64;2013;0
5050;F20-64;2014;0
5050;F20-64;2015;0
5050;F65+;2013;0
5050;F65+;2014;0
5050;F65+;2015;0
5051;F0-19;2013;0
5051;F0-19;2014;0
5051;F0-19;2015;0
5051;F20-64;2013;0
5051;F20-64;2014;0
5051;F20-64;2015;0
5051;F65+;2013;0
5051;F65+;2014;0
5051;F65+;2015;0
5052;F0-19;2013;0
5052;F0-19;2014;0
5052;F0-19;2015;0
5052;F20-64;2013;0
5052;F20-64;2014;0
5052;F20-64;2015;0
5052;F65+;2013;0
5052;F65+;2014;0
5052;F65+;2015;0
5053;F0-19;2013;0
5053;F0-19;2014;0
5053;F0-19;2015;0
5053;F20-64;2013;0
5053;F20-64;2014;0
5053;F20-64;2015;0
5053;F65+;2013;0
5053;F65+;2014;0
5053;F65+;2015;0
5054;F0-19;2013;0
5054;F0-19;2014;0
5054;F0-19;2015;0
5054;F20-64;2013;0
5054;F20-64;2014;0
5054;F20-64;2015;0
5054;F65+;2013;0
5054;F65+;2014;0
5054;F65+;2015;0
5061;F0-19;2013;0
5061;F0-19;2014;0
5061;F0-19;2015;0
5061;F20-64;2013;0
5061;F20-64;2014;0
5061;F20-64;2015;0
5061;F65+;2013;0
5061;F65+;2014;0
5061;F65+;2015;0
1804;F0-19;2013;12556
1804;F0-19;2014;12507
1804;F0-19;2015;12429
1804;F20-64;2013;29885
1804;F20-64;2014;30273
1804;F20-64;2015;30523
1804;F65+;2013;6762
1804;F65+;2014;6951
1804;F65+;2015;7233
1805;F0-19;2013;4330
1805;F0-19;2014;4338
1805;F0-19;2015;4270
1805;F20-64;2013;10855
1805;F20-64;2014;10970
1805;F20-64;2015;11122
1805;F65+;2013;3324
1805;F65+;2014;3397
1805;F65+;2015;3461
1811;F0-19;2013;332
1811;F0-19;2014;325
1811;F0-19;2015;318
1811;F20-64;2013;826
1811;F20-64;2014;791
1811;F20-64;2015;768
1811;F65+;2013;387
1811;F65+;2014;387
1811;F65+;2015;396
1812;F0-19;2013;499
1812;F0-19;2014;499
1812;F0-19;2015;507
1812;F20-64;2013;1133
1812;F20-64;2014;1134
1812;F20-64;2015;1120
1812;F65+;2013;401
1812;F65+;2014;414
1812;F65+;2015;436
1813;F0-19;2013;2082
1813;F0-19;2014;2071
1813;F0-19;2015;2090
1813;F20-64;2013;4470
1813;F20-64;2014;4515
1813;F20-64;2015;4516
1813;F65+;2013;1307
1813;F65+;2014;1311
1813;F65+;2015;1328
1815;F0-19;2013;282
1815;F0-19;2014;274
1815;F0-19;2015;273
1815;F20-64;2013;678
1815;F20-64;2014;659
1815;F20-64;2015;651
1815;F65+;2013;278
1815;F65+;2014;290
1815;F65+;2015;301
1816;F0-19;2013;107
1816;F0-19;2014;108
1816;F0-19;2015;117
1816;F20-64;2013;280
1816;F20-64;2014;272
1816;F20-64;2015;272
1816;F65+;2013;113
1816;F65+;2014;115
1816;F65+;2015;121
1818;F0-19;2013;388
1818;F0-19;2014;380
1818;F0-19;2015;360
1818;F20-64;2013;1019
1818;F20-64;2014;992
1818;F20-64;2015;1020
1818;F65+;2013;352
1818;F65+;2014;361
1818;F65+;2015;357
1820;F0-19;2013;1834
1820;F0-19;2014;1792
1820;F0-19;2015;1787
1820;F20-64;2013;4260
1820;F20-64;2014;4276
1820;F20-64;2015;4307
1820;F65+;2013;1267
1820;F65+;2014;1326
1820;F65+;2015;1360
1822;F0-19;2013;494
1822;F0-19;2014;520
1822;F0-19;2015;523
1822;F20-64;2013;1251
1822;F20-64;2014;1268
1822;F20-64;2015;1266
1822;F65+;2013;399
1822;F65+;2014;400
1822;F65+;2015;399
1824;F0-19;2013;3177
1824;F0-19;2014;3093
1824;F0-19;2015;3090
1824;F20-64;2013;7536
1824;F20-64;2014;7594
1824;F20-64;2015;7592
1824;F65+;2013;2539
1824;F65+;2014;2599
1824;F65+;2015;2670
1825;F0-19;2013;335
1825;F0-19;2014;329
1825;F0-19;2015;322
1825;F20-64;2013;785
1825;F20-64;2014;791
1825;F20-64;2015;783
1825;F65+;2013;339
1825;F65+;2014;345
1825;F65+;2015;353
1826;F0-19;2013;338
1826;F0-19;2014;343
1826;F0-19;2015;343
1826;F20-64;2013;788
1826;F20-64;2014;797
1826;F20-64;2015;818
1826;F65+;2013;345
1826;F65+;2014;360
1826;F65+;2015;372
1827;F0-19;2013;349
1827;F0-19;2014;332
1827;F0-19;2015;329
1827;F20-64;2013;784
1827;F20-64;2014;777
1827;F20-64;2015;753
1827;F65+;2013;298
1827;F65+;2014;311
1827;F65+;2015;325
1828;F0-19;2013;489
1828;F0-19;2014;479
1828;F0-19;2015;464
1828;F20-64;2013;1060
1828;F20-64;2014;1096
1828;F20-64;2015;1078
1828;F65+;2013;326
1828;F65+;2014;327
1828;F65+;2015;329
1832;F0-19;2013;1134
1832;F0-19;2014;1088
1832;F0-19;2015;1057
1832;F20-64;2013;2500
1832;F20-64;2014;2465
1832;F20-64;2015;2462
1832;F65+;2013;986
1832;F65+;2014;1000
1832;F65+;2015;1009
1833;F0-19;2013;6444
1833;F0-19;2014;6375
1833;F0-19;2015;6314
1833;F20-64;2013;14794
1833;F20-64;2014;14947
1833;F20-64;2015;15020
1833;F65+;2013;4514
1833;F65+;2014;4621
1833;F65+;2015;4744
1834;F0-19;2013;443
1834;F0-19;2014;446
1834;F0-19;2015;448
1834;F20-64;2013;1042
1834;F20-64;2014;1020
1834;F20-64;2015;1036
1834;F65+;2013;431
1834;F65+;2014;435
1834;F65+;2015;433
1835;F0-19;2013;139
1835;F0-19;2014;128
1835;F0-19;2015;129
1835;F20-64;2013;279
1835;F20-64;2014;277
1835;F20-64;2015;278
1835;F65+;2013;88
1835;F65+;2014;84
1835;F65+;2015;79
1836;F0-19;2013;362
1836;F0-19;2014;360
1836;F0-19;2015;345
1836;F20-64;2013;694
1836;F20-64;2014;687
1836;F20-64;2015;661
1836;F65+;2013;254
1836;F65+;2014;258
1836;F65+;2015;263
1837;F0-19;2013;1668
1837;F0-19;2014;1628
1837;F0-19;2015;1610
1837;F20-64;2013;3646
1837;F20-64;2014;3579
1837;F20-64;2015;3566
1837;F65+;2013;1268
1837;F65+;2014;1284
1837;F65+;2015;1278
1838;F0-19;2013;433
1838;F0-19;2014;435
1838;F0-19;2015;438
1838;F20-64;2013;1095
1838;F20-64;2014;1096
1838;F20-64;2015;1084
1838;F65+;2013;478
1838;F65+;2014;492
1838;F65+;2015;492
1839;F0-19;2013;202
1839;F0-19;2014;212
1839;F0-19;2015;196
1839;F20-64;2013;586
1839;F20-64;2014;577
1839;F20-64;2015;570
1839;F65+;2013;287
1839;F65+;2014;299
1839;F65+;2015;292
1840;F0-19;2013;1034
1840;F0-19;2014;1020
1840;F0-19;2015;1025
1840;F20-64;2013;2759
1840;F20-64;2014;2708
1840;F20-64;2015;2701
1840;F65+;2013;952
1840;F65+;2014;962
1840;F65+;2015;1008
1841;F0-19;2013;2248
1841;F0-19;2014;2224
1841;F0-19;2015;2195
1841;F20-64;2013;5420
1841;F20-64;2014;5428
1841;F20-64;2015;5447
1841;F65+;2013;1845
1841;F65+;2014;1904
1841;F65+;2015;1980
1845;F0-19;2013;441
1845;F0-19;2014;434
1845;F0-19;2015;427
1845;F20-64;2013;1078
1845;F20-64;2014;1071
1845;F20-64;2015;1045
1845;F65+;2013;462
1845;F65+;2014;482
1845;F65+;2015;481
1848;F0-19;2013;562
1848;F0-19;2014;558
1848;F0-19;2015;514
1848;F20-64;2013;1404
1848;F20-64;2014;1415
1848;F20-64;2015;1376
1848;F65+;2013;586
1848;F65+;2014;606
1848;F65+;2015;617
1849;F0-19;2013;389
1849;F0-19;2014;392
1849;F0-19;2015;379
1849;F20-64;2013;993
1849;F20-64;2014;1008
1849;F20-64;2015;996
1849;F65+;2013;409
1849;F65+;2014;420
1849;F65+;2015;436
1850;F0-19;2013;400
1850;F0-19;2014;414
1850;F0-19;2015;418
1850;F20-64;2013;1125
1850;F20-64;2014;1131
1850;F20-64;2015;1114
1850;F65+;2013;453
1850;F65+;2014;455
1850;F65+;2015;464
1851;F0-19;2013;481
1851;F0-19;2014;471
1851;F0-19;2015;437
1851;F20-64;2013;1200
1851;F20-64;2014;1232
1851;F20-64;2015;1178
1851;F65+;2013;539
1851;F65+;2014;545
1851;F65+;2015;545
1852;F0-19;2013;257
1852;F0-19;2014;250
1852;F0-19;2015;257
1852;F20-64;2013;689
1852;F20-64;2014;663
1852;F20-64;2015;667
1852;F65+;2013;332
1852;F65+;2014;343
1852;F65+;2015;356
1853;F0-19;2013;311
1853;F0-19;2014;313
1853;F0-19;2015;299
1853;F20-64;2013;733
1853;F20-64;2014;726
1853;F20-64;2015;727
1853;F65+;2013;332
1853;F65+;2014;352
1853;F65+;2015;359
1854;F0-19;2013;602
1854;F0-19;2014;586
1854;F0-19;2015;570
1854;F20-64;2013;1425
1854;F20-64;2014;1420
1854;F20-64;2015;1415
1854;F65+;2013;572
1854;F65+;2014;585
1854;F65+;2015;596
1856;F0-19;2013;132
1856;F0-19;2014;125
1856;F0-19;2015;113
1856;F20-64;2013;328
1856;F20-64;2014;334
1856;F20-64;2015;321
1856;F65+;2013;105
1856;F65+;2014;107
1856;F65+;2015;111
1857;F0-19;2013;177
1857;F0-19;2014;186
1857;F0-19;2015;185
1857;F20-64;2013;434
1857;F20-64;2014;436
1857;F20-64;2015;436
1857;F65+;2013;143
1857;F65+;2014;155
1857;F65+;2015;159
1859;F0-19;2013;338
1859;F0-19;2014;329
1859;F0-19;2015;313
1859;F20-64;2013;722
1859;F20-64;2014;728
1859;F20-64;2015;724
1859;F65+;2013;316
1859;F65+;2014;311
1859;F65+;2015;321
1860;F0-19;2013;2853
1860;F0-19;2014;2856
1860;F0-19;2015;2877
1860;F20-64;2013;6057
1860;F20-64;2014;6136
1860;F20-64;2015;6218
1860;F65+;2013;1960
1860;F65+;2014;2005
1860;F65+;2015;2045
1865;F0-19;2013;2203
1865;F0-19;2014;2184
1865;F0-19;2015;2158
1865;F20-64;2013;5388
1865;F20-64;2014;5366
1865;F20-64;2015;5399
1865;F65+;2013;1616
1865;F65+;2014;1673
1865;F65+;2015;1728
1866;F0-19;2013;1949
1866;F0-19;2014;1920
1866;F0-19;2015;1876
1866;F20-64;2013;4491
1866;F20-64;2014;4532
1866;F20-64;2015;4484
1866;F65+;2013;1610
1866;F65+;2014;1660
1866;F65+;2015;1697
1867;F0-19;2013;527
1867;F0-19;2014;528
1867;F0-19;2015;508
1867;F20-64;2013;1372
1867;F20-64;2014;1366
1867;F20-64;2015;1385
1867;F65+;2013;755
1867;F65+;2014;748
1867;F65+;2015;749
1868;F0-19;2013;1123
1868;F0-19;2014;1121
1868;F0-19;2015;1093
1868;F20-64;2013;2527
1868;F20-64;2014;2602
1868;F20-64;2015;2610
1868;F65+;2013;822
1868;F65+;2014;839
1868;F65+;2015;860
1870;F0-19;2013;2676
1870;F0-19;2014;2669
1870;F0-19;2015;2644
1870;F20-64;2013;5839
1870;F20-64;2014;5847
1870;F20-64;2015;5864
1870;F65+;2013;1567
1870;F65+;2014;1613
1870;F65+;2015;1658
1871;F0-19;2013;1201
1871;F0-19;2014;1182
1871;F0-19;2015;1139
1871;F20-64;2013;2712
1871;F20-64;2014;2694
1871;F20-64;2015;2694
1871;F65+;2013;1111
1871;F65+;2014;1117
1871;F65+;2015;1158
1874;F0-19;2013;226
1874;F0-19;2014;226
1874;F0-19;2015;207
1874;F20-64;2013;614
1874;F20-64;2014;606
1874;F20-64;2015;588
1874;F65+;2013;278
1874;F65+;2014;276
1874;F65+;2015;275
1902;F0-19;2013;17729
1902;F0-19;2014;17691
1902;F0-19;2015;17660
1902;F20-64;2013;44487
1902;F20-64;2014;45398
1902;F20-64;2015;46175
1902;F65+;2013;8142
1902;F65+;2014;8501
1902;F65+;2015;8846
1903;F0-19;2013;5884
1903;F0-19;2014;5888
1903;F0-19;2015;5829
1903;F20-64;2013;14312
1903;F20-64;2014;14294
1903;F20-64;2015;14447
1903;F65+;2013;4095
1903;F65+;2014;4259
1903;F65+;2015;4400
1911;F0-19;2013;777
1911;F0-19;2014;767
1911;F0-19;2015;738
1911;F20-64;2013;1718
1911;F20-64;2014;1736
1911;F20-64;2015;1710
1911;F65+;2013;587
1911;F65+;2014;604
1911;F65+;2015;628
1913;F0-19;2013;618
1913;F0-19;2014;632
1913;F0-19;2015;631
1913;F20-64;2013;1696
1913;F20-64;2014;1668
1913;F20-64;2015;1674
1913;F65+;2013;626
1913;F65+;2014;651
1913;F65+;2015;683
1917;F0-19;2013;269
1917;F0-19;2014;276
1917;F0-19;2015;273
1917;F20-64;2013;736
1917;F20-64;2014;738
1917;F20-64;2015;725
1917;F65+;2013;416
1917;F65+;2014;422
1917;F65+;2015;412
1919;F0-19;2013;235
1919;F0-19;2014;234
1919;F0-19;2015;235
1919;F20-64;2013;595
1919;F20-64;2014;610
1919;F20-64;2015;614
1919;F65+;2013;289
1919;F65+;2014;291
1919;F65+;2015;288
1920;F0-19;2013;260
1920;F0-19;2014;254
1920;F0-19;2015;249
1920;F20-64;2013;517
1920;F20-64;2014;520
1920;F20-64;2015;517
1920;F65+;2013;235
1920;F65+;2014;240
1920;F65+;2015;242
1922;F0-19;2013;966
1922;F0-19;2014;970
1922;F0-19;2015;947
1922;F20-64;2013;2261
1922;F20-64;2014;2300
1922;F20-64;2015;2394
1922;F65+;2013;706
1922;F65+;2014;715
1922;F65+;2015;737
1923;F0-19;2013;597
1923;F0-19;2014;567
1923;F0-19;2015;555
1923;F20-64;2013;1192
1923;F20-64;2014;1210
1923;F20-64;2015;1203
1923;F65+;2013;431
1923;F65+;2014;446
1923;F65+;2015;461
1924;F0-19;2013;1610
1924;F0-19;2014;1578
1924;F0-19;2015;1556
1924;F20-64;2013;3863
1924;F20-64;2014;3880
1924;F20-64;2015;3925
1924;F65+;2013;1157
1924;F65+;2014;1176
1924;F65+;2015;1212
1925;F0-19;2013;888
1925;F0-19;2014;891
1925;F0-19;2015;880
1925;F20-64;2013;1924
1925;F20-64;2014;1943
1925;F20-64;2015;1941
1925;F65+;2013;595
1925;F65+;2014;616
1925;F65+;2015;630
1926;F0-19;2013;262
1926;F0-19;2014;253
1926;F0-19;2015;233
1926;F20-64;2013;634
1926;F20-64;2014;625
1926;F20-64;2015;636
1926;F65+;2013;294
1926;F65+;2014;293
1926;F65+;2015;285
1927;F0-19;2013;322
1927;F0-19;2014;340
1927;F0-19;2015;359
1927;F20-64;2013;800
1927;F20-64;2014;773
1927;F20-64;2015;775
1927;F65+;2013;392
1927;F65+;2014;397
1927;F65+;2015;410
1928;F0-19;2013;175
1928;F0-19;2014;169
1928;F0-19;2015;168
1928;F20-64;2013;471
1928;F20-64;2014;467
1928;F20-64;2015;478
1928;F65+;2013;234
1928;F65+;2014;242
1928;F65+;2015;238
1929;F0-19;2013;180
1929;F0-19;2014;176
1929;F0-19;2015;175
1929;F20-64;2013;528
1929;F20-64;2014;535
1929;F20-64;2015;530
1929;F65+;2013;216
1929;F65+;2014;207
1929;F65+;2015;200
1931;F0-19;2013;3104
1931;F0-19;2014;3124
1931;F0-19;2015;3083
1931;F20-64;2013;6418
1931;F20-64;2014;6480
1931;F20-64;2015;6452
1931;F65+;2013;1933
1931;F65+;2014;1953
1931;F65+;2015;2000
1933;F0-19;2013;1299
1933;F0-19;2014;1269
1933;F0-19;2015;1269
1933;F20-64;2013;2997
1933;F20-64;2014;3048
1933;F20-64;2015;3132
1933;F65+;2013;1266
1933;F65+;2014;1276
1933;F65+;2015;1319
1936;F0-19;2013;467
1936;F0-19;2014;459
1936;F0-19;2015;432
1936;F20-64;2013;1301
1936;F20-64;2014;1315
1936;F20-64;2015;1298
1936;F65+;2013;549
1936;F65+;2014;560
1936;F65+;2015;559
1938;F0-19;2013;693
1938;F0-19;2014;675
1938;F0-19;2015;631
1938;F20-64;2013;1636
1938;F20-64;2014;1600
1938;F20-64;2015;1562
1938;F65+;2013;684
1938;F65+;2014;717
1938;F65+;2015;729
1939;F0-19;2013;474
1939;F0-19;2014;465
1939;F0-19;2015;434
1939;F20-64;2013;1125
1939;F20-64;2014;1114
1939;F20-64;2015;1081
1939;F65+;2013;343
1939;F65+;2014;362
1939;F65+;2015;383
1940;F0-19;2013;465
1940;F0-19;2014;467
1940;F0-19;2015;434
1940;F20-64;2013;1236
1940;F20-64;2014;1229
1940;F20-64;2015;1215
1940;F65+;2013;507
1940;F65+;2014;525
1940;F65+;2015;533
1941;F0-19;2013;729
1941;F0-19;2014;707
1941;F0-19;2015;668
1941;F20-64;2013;1595
1941;F20-64;2014;1577
1941;F20-64;2015;1609
1941;F65+;2013;581
1941;F65+;2014;597
1941;F65+;2015;618
1942;F0-19;2013;1219
1942;F0-19;2014;1215
1942;F0-19;2015;1190
1942;F20-64;2013;2717
1942;F20-64;2014;2716
1942;F20-64;2015;2745
1942;F65+;2013;914
1942;F65+;2014;923
1942;F65+;2015;947
1943;F0-19;2013;260
1943;F0-19;2014;259
1943;F0-19;2015;253
1943;F20-64;2013;673
1943;F20-64;2014;660
1943;F20-64;2015;656
1943;F65+;2013;312
1943;F65+;2014;315
1943;F65+;2015;317
2002;F0-19;2013;408
2002;F0-19;2014;390
2002;F0-19;2015;388
2002;F20-64;2013;1276
2002;F20-64;2014;1266
2002;F20-64;2015;1275
2002;F65+;2013;444
2002;F65+;2014;463
2002;F65+;2015;465
2003;F0-19;2013;1628
2003;F0-19;2014;1600
2003;F0-19;2015;1603
2003;F20-64;2013;3583
2003;F20-64;2014;3638
2003;F20-64;2015;3624
2003;F65+;2013;952
2003;F65+;2014;985
2003;F65+;2015;1012
2004;F0-19;2013;2470
2004;F0-19;2014;2501
2004;F0-19;2015;2558
2004;F20-64;2013;6215
2004;F20-64;2014;6354
2004;F20-64;2015;6384
2004;F65+;2013;1387
2004;F65+;2014;1432
2004;F65+;2015;1475
2011;F0-19;2013;727
2011;F0-19;2014;734
2011;F0-19;2015;722
2011;F20-64;2013;1790
2011;F20-64;2014;1764
2011;F20-64;2015;1752
2011;F65+;2013;406
2011;F65+;2014;433
2011;F65+;2015;440
2012;F0-19;2013;5705
2012;F0-19;2014;5690
2012;F0-19;2015;5601
2012;F20-64;2013;11602
2012;F20-64;2014;11651
2012;F20-64;2015;11745
2012;F65+;2013;2339
2012;F65+;2014;2481
2012;F65+;2015;2552
2014;F0-19;2013;219
2014;F0-19;2014;189
2014;F0-19;2015;179
2014;F20-64;2013;583
2014;F20-64;2014;562
2014;F20-64;2015;532
2014;F65+;2013;268
2014;F65+;2014;276
2014;F65+;2015;278
2015;F0-19;2013;212
2015;F0-19;2014;222
2015;F0-19;2015;215
2015;F20-64;2013;608
2015;F20-64;2014;606
2015;F20-64;2015;612
2015;F65+;2013;203
2015;F65+;2014;209
2015;F65+;2015;214
2017;F0-19;2013;205
2017;F0-19;2014;211
2017;F0-19;2015;207
2017;F20-64;2013;561
2017;F20-64;2014;560
2017;F20-64;2015;559
2017;F65+;2013;270
2017;F65+;2014;280
2017;F65+;2015;283
2018;F0-19;2013;236
2018;F0-19;2014;240
2018;F0-19;2015;227
2018;F20-64;2013;701
2018;F20-64;2014;705
2018;F20-64;2015;703
2018;F65+;2013;303
2018;F65+;2014;296
2018;F65+;2015;311
2019;F0-19;2013;745
2019;F0-19;2014;720
2019;F0-19;2015;720
2019;F20-64;2013;1895
2019;F20-64;2014;1906
2019;F20-64;2015;1932
2019;F65+;2013;565
2019;F65+;2014;587
2019;F65+;2015;626
2020;F0-19;2013;893
2020;F0-19;2014;883
2020;F0-19;2015;852
2020;F20-64;2013;2376
2020;F20-64;2014;2358
2020;F20-64;2015;2320
2020;F65+;2013;699
2020;F65+;2014;722
2020;F65+;2015;753
2021;F0-19;2013;700
2021;F0-19;2014;659
2021;F0-19;2015;644
2021;F20-64;2013;1606
2021;F20-64;2014;1609
2021;F20-64;2015;1623
2021;F65+;2013;415
2021;F65+;2014;430
2021;F65+;2015;441
2022;F0-19;2013;308
2022;F0-19;2014;311
2022;F0-19;2015;299
2022;F20-64;2013;770
2022;F20-64;2014;776
2022;F20-64;2015;781
2022;F65+;2013;261
2022;F65+;2014;254
2022;F65+;2015;263
2023;F0-19;2013;204
2023;F0-19;2014;213
2023;F0-19;2015;197
2023;F20-64;2013;656
2023;F20-64;2014;669
2023;F20-64;2015;694
2023;F65+;2013;203
2023;F65+;2014;216
2023;F65+;2015;225
2024;F0-19;2013;217
2024;F0-19;2014;218
2024;F0-19;2015;184
2024;F20-64;2013;577
2024;F20-64;2014;612
2024;F20-64;2015;612
2024;F65+;2013;231
2024;F65+;2014;227
2024;F65+;2015;224
2025;F0-19;2013;655
2025;F0-19;2014;611
2025;F0-19;2015;607
2025;F20-64;2013;1682
2025;F20-64;2014;1701
2025;F20-64;2015;1712
2025;F65+;2013;563
2025;F65+;2014;571
2025;F65+;2015;590
2027;F0-19;2013;177
2027;F0-19;2014;184
2027;F0-19;2015;184
2027;F20-64;2013;497
2027;F20-64;2014;519
2027;F20-64;2015;518
2027;F65+;2013;208
2027;F65+;2014;216
2027;F65+;2015;232
2028;F0-19;2013;504
2028;F0-19;2014;503
2028;F0-19;2015;495
2028;F20-64;2013;1324
2028;F20-64;2014;1366
2028;F20-64;2015;1388
2028;F65+;2013;334
2028;F65+;2014;338
2028;F65+;2015;352
2030;F0-19;2013;2413
2030;F0-19;2014;2363
2030;F0-19;2015;2382
2030;F20-64;2013;6004
2030;F20-64;2014;6136
2030;F20-64;2015;6207
2030;F65+;2013;1551
2030;F65+;2014;1591
2030;F65+;2015;1632
